tick,x,y,rank,agent_type
10,29,18,2,4
10,25,15,2,4
10,20,5,2,4
10,29,0,2,4
10,32,16,2,4
10,30,2,2,4
10,36,1,2,4
10,27,8,2,4
10,25,6,2,4
10,24,0,2,4
10,34,7,2,4
10,39,7,2,4
10,32,0,2,4
10,37,2,2,4
10,35,6,2,4
10,25,12,2,4
10,33,18,2,4
10,29,19,2,4
10,25,1,2,4
10,33,4,2,4
10,39,15,2,4
11,25,2,2,0
11,28,16,2,0
11,21,6,2,0
11,36,14,2,0
11,23,17,2,0
11,31,5,2,0
11,33,6,2,0
11,25,3,2,0
11,28,13,2,0
11,38,8,2,0
11,32,18,2,0
11,37,13,2,0
11,27,0,2,0
11,26,6,2,0
11,30,13,2,0
11,37,15,2,0
11,26,18,2,0
11,24,9,2,0
11,33,14,2,0
11,29,2,2,0
11,39,4,2,3
11,28,17,2,3
11,29,16,2,3
11,31,12,2,3
11,29,8,2,3
11,31,10,2,3
11,35,11,2,3
11,29,17,2,3
11,24,8,2,3
11,28,12,2,3
11,21,16,2,3
11,28,9,2,3
11,21,13,2,3
11,32,6,2,3
11,35,10,2,3
11,21,4,2,3
11,30,0,2,4
11,30,14,2,4
11,31,9,2,4
11,25,17,2,4
11,26,16,2,4
11,28,7,2,4
11,33,19,2,4
11,22,15,2,4
11,35,8,2,4
11,27,3,2,4
11,39,3,2,4
11,29,3,2,4
11,35,12,2,4
11,23,2,2,4
11,21,0,2,4
11,37,16,2,4
11,27,1,2,4
11,25,9,2,4
11,30,9,2,4
11,32,12,2,4
11,32,10,2,4
11,28,18,2,4
11,36,15,2,4
11,21,11,2,4
11,37,12,2,4
11,23,10,2,4
11,30,19,2,4
11,30,4,2,4
11,22,13,2,4
11,39,11,2,4
11,35,5,2,4
11,29,18,2,4
11,25,15,2,4
11,20,5,2,4
11,29,0,2,4
11,32,16,2,4
11,30,2,2,4
11,36,1,2,4
11,27,8,2,4
11,25,6,2,4
11,24,0,2,4
11,34,7,2,4
11,39,7,2,4
11,32,0,2,4
11,37,2,2,4
11,35,6,2,4
11,25,12,2,4
11,33,18,2,4
11,29,19,2,4
11,25,1,2,4
11,33,4,2,4
11,39,15,2,4
12,25,2,2,0
12,28,16,2,0
12,21,6,2,0
12,36,14,2,0
12,23,17,2,0
12,31,5,2,0
12,33,6,2,0
12,25,3,2,0
12,28,13,2,0
12,38,8,2,0
12,32,18,2,0
12,37,13,2,0
12,27,0,2,0
12,26,6,2,0
12,30,13,2,0
12,37,15,2,0
12,26,18,2,0
12,24,9,2,0
12,33,14,2,0
12,29,2,2,0
12,39,4,2,3
12,28,17,2,3
12,29,16,2,3
12,31,12,2,3
12,29,8,2,3
12,31,10,2,3
12,35,11,2,3
12,29,17,2,3
12,24,8,2,3
12,28,12,2,3
12,21,16,2,3
12,28,9,2,3
12,21,13,2,3
12,32,6,2,3
12,35,10,2,3
12,21,4,2,3
12,30,0,2,4
12,30,14,2,4
12,31,9,2,4
12,25,17,2,4
12,26,16,2,4
12,28,7,2,4
12,33,19,2,4
12,22,15,2,4
12,35,8,2,4
12,27,3,2,4
12,39,3,2,4
12,29,3,2,4
12,35,12,2,4
12,23,2,2,4
12,21,0,2,4
12,37,16,2,4
12,27,1,2,4
12,25,9,2,4
12,30,9,2,4
12,32,12,2,4
12,32,10,2,4
12,28,18,2,4
12,36,15,2,4
12,21,11,2,4
12,37,12,2,4
12,23,10,2,4
12,30,19,2,4
12,30,4,2,4
12,22,13,2,4
12,39,11,2,4
12,35,5,2,4
12,29,18,2,4
12,25,15,2,4
12,20,5,2,4
12,29,0,2,4
12,32,16,2,4
12,30,2,2,4
12,36,1,2,4
12,27,8,2,4
12,25,6,2,4
12,24,0,2,4
12,34,7,2,4
12,39,7,2,4
12,32,0,2,4
12,37,2,2,4
12,35,6,2,4
12,25,12,2,4
12,33,18,2,4
12,29,19,2,4
12,25,1,2,4
12,33,4,2,4
12,39,15,2,4
13,25,2,2,0
13,28,16,2,0
13,21,6,2,0
13,36,14,2,0
13,23,17,2,0
13,31,5,2,0
13,33,6,2,0
13,25,3,2,0
13,28,13,2,0
13,38,8,2,0
13,32,18,2,0
13,37,13,2,0
13,27,0,2,0
13,26,6,2,0
13,30,13,2,0
13,37,15,2,0
13,26,18,2,0
13,24,9,2,0
13,33,14,2,0
13,29,2,2,0
13,39,4,2,3
13,28,17,2,3
13,29,16,2,3
13,31,12,2,3
13,29,8,2,3
13,31,10,2,3
13,35,11,2,3
13,29,17,2,3
13,24,8,2,3
13,28,12,2,3
13,21,16,2,3
13,28,9,2,3
13,21,13,2,3
13,32,6,2,3
13,35,10,2,3
13,21,4,2,3
13,30,0,2,4
13,30,14,2,4
13,31,9,2,4
13,25,17,2,4
13,26,16,2,4
13,28,7,2,4
13,33,19,2,4
13,22,15,2,4
13,35,8,2,4
13,27,3,2,4
13,39,3,2,4
13,29,3,2,4
13,35,12,2,4
13,23,2,2,4
13,21,0,2,4
13,37,16,2,4
13,27,1,2,4
13,25,9,2,4
13,30,9,2,4
13,32,12,2,4
13,32,10,2,4
13,28,18,2,4
13,36,15,2,4
13,21,11,2,4
13,37,12,2,4
13,23,10,2,4
13,30,19,2,4
13,30,4,2,4
13,22,13,2,4
13,39,11,2,4
13,35,5,2,4
13,29,18,2,4
13,25,15,2,4
13,20,5,2,4
13,29,0,2,4
13,32,16,2,4
13,30,2,2,4
13,36,1,2,4
13,27,8,2,4
13,25,6,2,4
13,24,0,2,4
13,34,7,2,4
13,39,7,2,4
13,32,0,2,4
13,37,2,2,4
13,35,6,2,4
13,25,12,2,4
13,33,18,2,4
13,29,19,2,4
13,25,1,2,4
13,33,4,2,4
13,39,15,2,4
14,25,2,2,0
14,28,16,2,0
14,21,6,2,0
14,36,14,2,0
14,23,17,2,0
14,31,5,2,0
14,33,6,2,0
14,25,3,2,0
14,28,13,2,0
14,38,8,2,0
14,32,18,2,0
14,37,13,2,0
14,27,0,2,0
14,26,6,2,0
14,30,13,2,0
14,37,15,2,0
14,26,18,2,0
14,24,9,2,0
14,33,14,2,0
14,29,2,2,0
14,39,4,2,3
14,28,17,2,3
14,29,16,2,3
14,31,12,2,3
14,29,8,2,3
14,31,10,2,3
14,35,11,2,3
14,29,17,2,3
14,24,8,2,3
14,28,12,2,3
14,21,16,2,3
14,28,9,2,3
14,21,13,2,3
14,32,6,2,3
14,35,10,2,3
14,21,4,2,3
14,30,0,2,4
14,30,14,2,4
14,31,9,2,4
14,25,17,2,4
14,26,16,2,4
14,28,7,2,4
14,33,19,2,4
14,22,15,2,4
14,35,8,2,4
14,27,3,2,4
14,39,3,2,4
14,29,3,2,4
14,35,12,2,4
14,23,2,2,4
14,21,0,2,4
14,37,16,2,4
14,27,1,2,4
14,25,9,2,4
14,30,9,2,4
14,32,12,2,4
14,32,10,2,4
14,28,18,2,4
14,36,15,2,4
14,21,11,2,4
14,37,12,2,4
14,23,10,2,4
14,30,19,2,4
14,30,4,2,4
14,22,13,2,4
14,39,11,2,4
14,35,5,2,4
14,29,18,2,4
14,25,15,2,4
14,20,5,2,4
14,29,0,2,4
14,32,16,2,4
14,30,2,2,4
14,36,1,2,4
14,27,8,2,4
14,25,6,2,4
14,24,0,2,4
14,34,7,2,4
14,39,7,2,4
14,32,0,2,4
14,37,2,2,4
14,35,6,2,4
14,25,12,2,4
14,33,18,2,4
14,29,19,2,4
14,25,1,2,4
14,33,4,2,4
14,39,15,2,4
15,25,2,2,0
15,28,16,2,0
15,21,6,2,0
15,36,14,2,0
15,23,17,2,0
15,31,5,2,0
15,33,6,2,0
15,25,3,2,0
15,28,13,2,0
15,38,8,2,0
15,32,18,2,0
15,37,13,2,0
15,27,0,2,0
15,26,6,2,0
15,30,13,2,0
15,37,15,2,0
15,26,18,2,0
15,24,9,2,0
15,33,14,2,0
15,29,2,2,0
15,39,4,2,3
15,28,17,2,3
15,29,16,2,3
15,31,12,2,3
15,29,8,2,3
15,31,10,2,3
15,35,11,2,3
15,29,17,2,3
15,24,8,2,3
15,28,12,2,3
15,21,16,2,3
15,28,9,2,3
15,21,13,2,3
15,32,6,2,3
15,35,10,2,3
15,21,4,2,3
15,30,0,2,4
15,30,14,2,4
15,31,9,2,4
15,25,17,2,4
15,26,16,2,4
15,28,7,2,4
15,33,19,2,4
15,22,15,2,4
15,35,8,2,4
15,27,3,2,4
15,39,3,2,4
15,29,3,2,4
15,35,12,2,4
15,23,2,2,4
15,21,0,2,4
15,37,16,2,4
15,27,1,2,4
15,25,9,2,4
15,30,9,2,4
15,32,12,2,4
15,32,10,2,4
15,28,18,2,4
15,36,15,2,4
15,21,11,2,4
15,37,12,2,4
15,23,10,2,4
15,30,19,2,4
15,30,4,2,4
15,22,13,2,4
15,39,11,2,4
15,35,5,2,4
15,29,18,2,4
15,25,15,2,4
15,20,5,2,4
15,29,0,2,4
15,32,16,2,4
15,30,2,2,4
15,36,1,2,4
15,27,8,2,4
15,25,6,2,4
15,24,0,2,4
15,34,7,2,4
15,39,7,2,4
15,32,0,2,4
15,37,2,2,4
15,35,6,2,4
15,25,12,2,4
15,33,18,2,4
15,29,19,2,4
15,25,1,2,4
15,33,4,2,4
15,39,15,2,4
16,25,2,2,0
16,28,16,2,0
16,21,6,2,0
16,36,14,2,0
16,23,17,2,0
16,31,5,2,0
16,33,6,2,0
16,25,3,2,0
16,28,13,2,0
16,38,8,2,0
16,32,18,2,0
16,37,13,2,0
16,27,0,2,0
16,26,6,2,0
16,30,13,2,0
16,37,15,2,0
16,26,18,2,0
16,24,9,2,0
16,33,14,2,0
16,29,2,2,0
16,39,4,2,3
16,28,17,2,3
16,29,16,2,3
16,31,12,2,3
16,29,8,2,3
16,31,10,2,3
16,35,11,2,3
16,29,17,2,3
16,24,8,2,3
16,28,12,2,3
16,21,16,2,3
16,28,9,2,3
16,21,13,2,3
16,32,6,2,3
16,35,10,2,3
16,21,4,2,3
16,30,0,2,4
16,30,14,2,4
16,31,9,2,4
16,25,17,2,4
16,26,16,2,4
16,28,7,2,4
16,33,19,2,4
16,22,15,2,4
16,35,8,2,4
16,27,3,2,4
16,39,3,2,4
16,29,3,2,4
16,35,12,2,4
16,23,2,2,4
16,21,0,2,4
16,37,16,2,4
16,27,1,2,4
16,25,9,2,4
16,30,9,2,4
16,32,12,2,4
16,32,10,2,4
16,28,18,2,4
16,36,15,2,4
16,21,11,2,4
16,37,12,2,4
16,23,10,2,4
16,30,19,2,4
16,30,4,2,4
16,22,13,2,4
16,39,11,2,4
16,35,5,2,4
16,29,18,2,4
16,25,15,2,4
16,20,5,2,4
16,29,0,2,4
16,32,16,2,4
16,30,2,2,4
16,36,1,2,4
16,27,8,2,4
16,25,6,2,4
16,24,0,2,4
16,34,7,2,4
16,39,7,2,4
16,32,0,2,4
16,37,2,2,4
16,35,6,2,4
16,25,12,2,4
16,33,18,2,4
16,29,19,2,4
16,25,1,2,4
16,33,4,2,4
16,39,15,2,4
17,25,2,2,0
17,28,16,2,0
17,21,6,2,0
17,36,14,2,0
17,23,17,2,0
17,31,5,2,0
17,33,6,2,0
17,25,3,2,0
17,28,13,2,0
17,38,8,2,0
17,32,18,2,0
17,37,13,2,0
17,27,0,2,0
17,26,6,2,0
17,30,13,2,0
17,37,15,2,0
17,26,18,2,0
17,24,9,2,0
17,33,14,2,0
17,29,2,2,0
17,39,4,2,3
17,28,17,2,3
17,29,16,2,3
17,31,12,2,3
17,29,8,2,3
17,31,10,2,3
17,35,11,2,3
17,29,17,2,3
17,24,8,2,3
17,28,12,2,3
17,21,16,2,3
17,28,9,2,3
17,21,13,2,3
17,32,6,2,3
17,35,10,2,3
17,21,4,2,3
17,30,0,2,4
17,30,14,2,4
17,31,9,2,4
17,25,17,2,4
17,26,16,2,4
17,28,7,2,4
17,33,19,2,4
17,22,15,2,4
17,35,8,2,4
17,27,3,2,4
17,39,3,2,4
17,29,3,2,4
17,35,12,2,4
17,23,2,2,4
17,21,0,2,4
17,37,16,2,4
17,27,1,2,4
17,25,9,2,4
17,30,9,2,4
17,32,12,2,4
17,32,10,2,4
17,28,18,2,4
17,36,15,2,4
17,21,11,2,4
17,37,12,2,4
17,23,10,2,4
17,30,19,2,4
17,30,4,2,4
17,22,13,2,4
17,39,11,2,4
17,35,5,2,4
17,29,18,2,4
17,25,15,2,4
17,20,5,2,4
17,29,0,2,4
17,32,16,2,4
17,30,2,2,4
17,36,1,2,4
17,27,8,2,4
17,25,6,2,4
17,24,0,2,4
17,34,7,2,4
17,39,7,2,4
17,32,0,2,4
17,37,2,2,4
17,35,6,2,4
17,25,12,2,4
17,33,18,2,4
17,29,19,2,4
17,25,1,2,4
17,33,4,2,4
17,39,15,2,4
18,25,2,2,0
18,28,16,2,0
18,21,6,2,0
18,36,14,2,0
18,23,17,2,0
18,31,5,2,0
18,33,6,2,0
18,25,3,2,0
18,28,13,2,0
18,38,8,2,0
18,32,18,2,0
18,37,13,2,0
18,27,0,2,0
18,26,6,2,0
18,30,13,2,0
18,37,15,2,0
18,26,18,2,0
18,24,9,2,0
18,33,14,2,0
18,29,2,2,0
18,39,4,2,3
18,28,17,2,3
18,29,16,2,3
18,31,12,2,3
18,29,8,2,3
18,31,10,2,3
18,35,11,2,3
18,29,17,2,3
18,24,8,2,3
18,28,12,2,3
18,21,16,2,3
18,28,9,2,3
18,21,13,2,3
18,32,6,2,3
18,35,10,2,3
18,21,4,2,3
18,30,0,2,4
18,30,14,2,4
18,31,9,2,4
18,25,17,2,4
18,26,16,2,4
18,28,7,2,4
18,33,19,2,4
18,22,15,2,4
18,35,8,2,4
18,27,3,2,4
18,39,3,2,4
18,29,3,2,4
18,35,12,2,4
18,23,2,2,4
18,21,0,2,4
18,37,16,2,4
18,27,1,2,4
18,25,9,2,4
18,30,9,2,4
18,32,12,2,4
18,32,10,2,4
18,28,18,2,4
18,36,15,2,4
18,21,11,2,4
18,37,12,2,4
18,23,10,2,4
18,30,19,2,4
18,30,4,2,4
18,22,13,2,4
18,39,11,2,4
18,35,5,2,4
18,29,18,2,4
18,25,15,2,4
18,20,5,2,4
18,29,0,2,4
18,32,16,2,4
18,30,2,2,4
18,36,1,2,4
18,27,8,2,4
18,25,6,2,4
18,24,0,2,4
18,34,7,2,4
18,39,7,2,4
18,32,0,2,4
18,37,2,2,4
18,35,6,2,4
18,25,12,2,4
18,33,18,2,4
18,29,19,2,4
18,25,1,2,4
18,33,4,2,4
18,39,15,2,4
19,25,2,2,0
19,28,16,2,0
19,21,6,2,0
19,36,14,2,0
19,23,17,2,0
19,31,5,2,0
19,33,6,2,0
19,25,3,2,0
19,28,13,2,0
19,38,8,2,0
19,32,18,2,0
19,37,13,2,0
19,27,0,2,0
19,26,6,2,0
19,30,13,2,0
19,37,15,2,0
19,26,18,2,0
19,24,9,2,0
19,33,14,2,0
19,29,2,2,0
19,39,4,2,3
19,28,17,2,3
19,29,16,2,3
19,31,12,2,3
19,29,8,2,3
19,31,10,2,3
19,35,11,2,3
19,29,17,2,3
19,24,8,2,3
19,28,12,2,3
19,21,16,2,3
19,28,9,2,3
19,21,13,2,3
19,32,6,2,3
19,35,10,2,3
19,21,4,2,3
19,30,0,2,4
19,30,14,2,4
19,31,9,2,4
19,25,17,2,4
19,26,16,2,4
19,28,7,2,4
19,33,19,2,4
19,22,15,2,4
19,35,8,2,4
19,27,3,2,4
19,39,3,2,4
19,29,3,2,4
19,35,12,2,4
19,23,2,2,4
19,21,0,2,4
19,37,16,2,4
19,27,1,2,4
19,25,9,2,4
19,30,9,2,4
19,32,12,2,4
19,32,10,2,4
19,28,18,2,4
19,36,15,2,4
19,21,11,2,4
19,37,12,2,4
19,23,10,2,4
19,30,19,2,4
19,30,4,2,4
19,22,13,2,4
19,39,11,2,4
19,35,5,2,4
19,29,18,2,4
19,25,15,2,4
19,20,5,2,4
19,29,0,2,4
19,32,16,2,4
19,30,2,2,4
19,36,1,2,4
19,27,8,2,4
19,25,6,2,4
19,24,0,2,4
19,34,7,2,4
19,39,7,2,4
19,32,0,2,4
19,37,2,2,4
19,35,6,2,4
19,25,12,2,4
19,33,18,2,4
19,29,19,2,4
19,25,1,2,4
19,33,4,2,4
19,39,15,2,4
20,25,2,2,0
20,28,16,2,0
20,21,6,2,0
20,36,14,2,0
20,23,17,2,0
20,31,5,2,0
20,33,6,2,0
20,25,3,2,0
20,28,13,2,0
20,38,8,2,0
20,32,18,2,0
20,37,13,2,0
20,27,0,2,0
20,26,6,2,0
20,30,13,2,0
20,37,15,2,0
20,26,18,2,0
20,24,9,2,0
20,33,14,2,0
20,29,2,2,0
20,39,4,2,3
20,28,17,2,3
20,29,16,2,3
20,31,12,2,3
20,29,8,2,3
20,31,10,2,3
20,35,11,2,3
20,29,17,2,3
20,24,8,2,3
20,28,12,2,3
20,21,16,2,3
20,28,9,2,3
20,21,13,2,3
20,32,6,2,3
20,35,10,2,3
20,21,4,2,3
20,30,0,2,4
20,30,14,2,4
20,31,9,2,4
20,25,17,2,4
20,26,16,2,4
20,28,7,2,4
20,33,19,2,4
20,22,15,2,4
20,35,8,2,4
20,27,3,2,4
20,39,3,2,4
20,29,3,2,4
20,35,12,2,4
20,23,2,2,4
20,21,0,2,4
20,37,16,2,4
20,27,1,2,4
20,25,9,2,4
20,30,9,2,4
20,32,12,2,4
20,32,10,2,4
20,28,18,2,4
20,36,15,2,4
20,21,11,2,4
20,37,12,2,4
20,23,10,2,4
20,30,19,2,4
20,30,4,2,4
20,22,13,2,4
20,39,11,2,4
20,35,5,2,4
20,29,18,2,4
20,25,15,2,4
20,20,5,2,4
20,29,0,2,4
20,32,16,2,4
20,30,2,2,4
20,36,1,2,4
20,27,8,2,4
20,25,6,2,4
20,24,0,2,4
20,34,7,2,4
20,39,7,2,4
20,32,0,2,4
20,37,2,2,4
20,35,6,2,4
20,25,12,2,4
20,33,18,2,4
20,29,19,2,4
20,25,1,2,4
20,33,4,2,4
20,39,15,2,4
21,25,2,2,0
21,28,16,2,0
21,21,6,2,0
21,36,14,2,0
21,23,17,2,0
21,31,5,2,0
21,33,6,2,0
21,25,3,2,0
21,28,13,2,0
21,38,8,2,0
21,32,18,2,0
21,37,13,2,0
21,27,0,2,0
21,26,6,2,0
21,30,13,2,0
21,37,15,2,0
21,26,18,2,0
21,24,9,2,0
21,33,14,2,0
21,29,2,2,0
21,39,4,2,3
21,28,17,2,3
21,29,16,2,3
21,31,12,2,3
21,29,8,2,3
21,31,10,2,3
21,35,11,2,3
21,29,17,2,3
21,24,8,2,3
21,28,12,2,3
21,21,16,2,3
21,28,9,2,3
21,21,13,2,3
21,32,6,2,3
21,35,10,2,3
21,21,4,2,3
21,30,0,2,4
21,30,14,2,4
21,31,9,2,4
21,25,17,2,4
21,26,16,2,4
21,28,7,2,4
21,33,19,2,4
21,22,15,2,4
21,35,8,2,4
21,27,3,2,4
21,39,3,2,4
21,29,3,2,4
21,35,12,2,4
21,23,2,2,4
21,21,0,2,4
21,37,16,2,4
21,27,1,2,4
21,25,9,2,4
21,30,9,2,4
21,32,12,2,4
21,32,10,2,4
21,28,18,2,4
21,36,15,2,4
21,21,11,2,4
21,37,12,2,4
21,23,10,2,4
21,30,19,2,4
21,30,4,2,4
21,22,13,2,4
21,39,11,2,4
21,35,5,2,4
21,29,18,2,4
21,25,15,2,4
21,20,5,2,4
21,29,0,2,4
21,32,16,2,4
21,30,2,2,4
21,36,1,2,4
21,27,8,2,4
21,25,6,2,4
21,24,0,2,4
21,34,7,2,4
21,39,7,2,4
21,32,0,2,4
21,37,2,2,4
21,35,6,2,4
21,25,12,2,4
21,33,18,2,4
21,29,19,2,4
21,25,1,2,4
21,33,4,2,4
21,39,15,2,4
22,25,2,2,0
22,28,16,2,0
22,21,6,2,0
22,36,14,2,0
22,23,17,2,0
22,31,5,2,0
22,33,6,2,0
22,25,3,2,0
22,28,13,2,0
22,38,8,2,0
22,32,18,2,0
22,37,13,2,0
22,27,0,2,0
22,26,6,2,0
22,30,13,2,0
22,37,15,2,0
22,26,18,2,0
22,24,9,2,0
22,33,14,2,0
22,29,2,2,0
22,39,4,2,3
22,28,17,2,3
22,29,16,2,3
22,31,12,2,3
22,29,8,2,3
22,31,10,2,3
22,35,11,2,3
22,29,17,2,3
22,24,8,2,3
22,28,12,2,3
22,21,16,2,3
22,28,9,2,3
22,21,13,2,3
22,32,6,2,3
22,35,10,2,3
22,21,4,2,3
22,30,0,2,4
22,30,14,2,4
22,31,9,2,4
22,25,17,2,4
22,26,16,2,4
22,28,7,2,4
22,33,19,2,4
22,22,15,2,4
22,35,8,2,4
22,27,3,2,4
22,39,3,2,4
22,29,3,2,4
22,35,12,2,4
22,23,2,2,4
22,21,0,2,4
22,37,16,2,4
22,27,1,2,4
22,25,9,2,4
22,30,9,2,4
22,32,12,2,4
22,32,10,2,4
22,28,18,2,4
22,36,15,2,4
22,21,11,2,4
22,37,12,2,4
22,23,10,2,4
22,30,19,2,4
22,30,4,2,4
22,22,13,2,4
22,39,11,2,4
22,35,5,2,4
22,29,18,2,4
22,25,15,2,4
22,20,5,2,4
22,29,0,2,4
22,32,16,2,4
22,30,2,2,4
22,36,1,2,4
22,27,8,2,4
22,25,6,2,4
22,24,0,2,4
22,34,7,2,4
22,39,7,2,4
22,32,0,2,4
22,37,2,2,4
22,35,6,2,4
22,25,12,2,4
22,33,18,2,4
22,29,19,2,4
22,25,1,2,4
22,33,4,2,4
22,39,15,2,4
23,25,2,2,0
23,28,16,2,0
23,21,6,2,0
23,36,14,2,0
23,23,17,2,0
23,31,5,2,0
23,33,6,2,0
23,25,3,2,0
23,28,13,2,0
23,38,8,2,0
23,32,18,2,0
23,37,13,2,0
23,27,0,2,0
23,26,6,2,0
23,30,13,2,0
23,37,15,2,0
23,26,18,2,0
23,24,9,2,0
23,33,14,2,0
23,29,2,2,0
23,39,4,2,3
23,28,17,2,3
23,29,16,2,3
23,31,12,2,3
23,29,8,2,3
23,31,10,2,3
23,35,11,2,3
23,29,17,2,3
23,24,8,2,3
23,28,12,2,3
23,21,16,2,3
23,28,9,2,3
23,21,13,2,3
23,32,6,2,3
23,35,10,2,3
23,21,4,2,3
23,30,0,2,4
23,30,14,2,4
23,31,9,2,4
23,25,17,2,4
23,26,16,2,4
23,28,7,2,4
23,33,19,2,4
23,22,15,2,4
23,35,8,2,4
23,27,3,2,4
23,39,3,2,4
23,29,3,2,4
23,35,12,2,4
23,23,2,2,4
23,21,0,2,4
23,37,16,2,4
23,27,1,2,4
23,25,9,2,4
23,30,9,2,4
23,32,12,2,4
23,32,10,2,4
23,28,18,2,4
23,36,15,2,4
23,21,11,2,4
23,37,12,2,4
23,23,10,2,4
23,30,19,2,4
23,30,4,2,4
23,22,13,2,4
23,39,11,2,4
23,35,5,2,4
23,29,18,2,4
23,25,15,2,4
23,20,5,2,4
23,29,0,2,4
23,32,16,2,4
23,30,2,2,4
23,36,1,2,4
23,27,8,2,4
23,25,6,2,4
23,24,0,2,4
23,34,7,2,4
23,39,7,2,4
23,32,0,2,4
23,37,2,2,4
23,35,6,2,4
23,25,12,2,4
23,33,18,2,4
23,29,19,2,4
23,25,1,2,4
23,33,4,2,4
23,39,15,2,4
24,25,2,2,0
24,28,16,2,0
24,21,6,2,0
24,36,14,2,0
24,23,17,2,0
24,31,5,2,0
24,33,6,2,0
24,25,3,2,0
24,28,13,2,0
24,38,8,2,0
24,32,18,2,0
24,37,13,2,0
24,27,0,2,0
24,26,6,2,0
24,30,13,2,0
24,37,15,2,0
24,26,18,2,0
24,24,9,2,0
24,33,14,2,0
24,29,2,2,0
24,39,4,2,3
24,28,17,2,3
24,29,16,2,3
24,31,12,2,3
24,29,8,2,3
24,31,10,2,3
24,35,11,2,3
24,29,17,2,3
24,24,8,2,3
24,28,12,2,3
24,21,16,2,3
24,28,9,2,3
24,21,13,2,3
24,32,6,2,3
24,35,10,2,3
24,21,4,2,3
24,30,0,2,4
24,30,14,2,4
24,31,9,2,4
24,25,17,2,4
24,26,16,2,4
24,28,7,2,4
24,33,19,2,4
24,22,15,2,4
24,35,8,2,4
24,27,3,2,4
24,39,3,2,4
24,29,3,2,4
24,35,12,2,4
24,23,2,2,4
24,21,0,2,4
24,37,16,2,4
24,27,1,2,4
24,25,9,2,4
24,30,9,2,4
24,32,12,2,4
24,32,10,2,4
24,28,18,2,4
24,36,15,2,4
24,21,11,2,4
24,37,12,2,4
24,23,10,2,4
24,30,19,2,4
24,30,4,2,4
24,22,13,2,4
24,39,11,2,4
24,35,5,2,4
24,29,18,2,4
24,25,15,2,4
24,20,5,2,4
24,29,0,2,4
24,32,16,2,4
24,30,2,2,4
24,36,1,2,4
24,27,8,2,4
24,25,6,2,4
24,24,0,2,4
24,34,7,2,4
24,39,7,2,4
24,32,0,2,4
24,37,2,2,4
24,35,6,2,4
24,25,12,2,4
24,33,18,2,4
24,29,19,2,4
24,25,1,2,4
24,33,4,2,4
24,39,15,2,4
25,25,2,2,0
25,28,16,2,0
25,21,6,2,0
25,36,14,2,0
25,23,17,2,0
25,31,5,2,0
25,33,6,2,0
25,25,3,2,0
25,28,13,2,0
25,38,8,2,0
25,32,18,2,0
25,37,13,2,0
25,27,0,2,0
25,26,6,2,0
25,30,13,2,0
25,37,15,2,0
25,26,18,2,0
25,24,9,2,0
25,33,14,2,0
25,29,2,2,0
25,39,4,2,3
25,28,17,2,3
25,29,16,2,3
25,31,12,2,3
25,29,8,2,3
25,31,10,2,3
25,35,11,2,3
25,29,17,2,3
25,24,8,2,3
25,28,12,2,3
25,21,16,2,3
25,28,9,2,3
25,21,13,2,3
25,32,6,2,3
25,35,10,2,3
25,21,4,2,3
25,30,0,2,4
25,30,14,2,4
25,31,9,2,4
25,25,17,2,4
25,26,16,2,4
25,28,7,2,4
25,33,19,2,4
25,22,15,2,4
25,35,8,2,4
25,27,3,2,4
25,39,3,2,4
25,29,3,2,4
25,35,12,2,4
25,23,2,2,4
25,21,0,2,4
25,37,16,2,4
25,27,1,2,4
25,25,9,2,4
25,30,9,2,4
25,32,12,2,4
25,32,10,2,4
25,28,18,2,4
25,36,15,2,4
25,21,11,2,4
25,37,12,2,4
25,23,10,2,4
25,30,19,2,4
25,30,4,2,4
25,22,13,2,4
25,39,11,2,4
25,35,5,2,4
25,29,18,2,4
25,25,15,2,4
25,20,5,2,4
25,29,0,2,4
25,32,16,2,4
25,30,2,2,4
25,36,1,2,4
25,27,8,2,4
25,25,6,2,4
25,24,0,2,4
25,34,7,2,4
25,39,7,2,4
25,32,0,2,4
25,37,2,2,4
25,35,6,2,4
25,25,12,2,4
25,33,18,2,4
25,29,19,2,4
25,25,1,2,4
25,33,4,2,4
25,39,15,2,4
26,25,2,2,0
26,28,16,2,0
26,21,6,2,0
26,36,14,2,0
26,23,17,2,0
26,31,5,2,0
26,33,6,2,0
26,25,3,2,0
26,28,13,2,0
26,38,8,2,0
26,32,18,2,0
26,37,13,2,0
26,27,0,2,0
26,26,6,2,0
26,30,13,2,0
26,37,15,2,0
26,26,18,2,0
26,24,9,2,0
26,33,14,2,0
26,29,2,2,0
26,39,4,2,3
26,28,17,2,3
26,29,16,2,3
26,31,12,2,3
26,29,8,2,3
26,31,10,2,3
26,35,11,2,3
26,29,17,2,3
26,24,8,2,3
26,28,12,2,3
26,21,16,2,3
26,28,9,2,3
26,21,13,2,3
26,32,6,2,3
26,35,10,2,3
26,21,4,2,3
26,30,0,2,4
26,30,14,2,4
26,31,9,2,4
26,25,17,2,4
26,26,16,2,4
26,28,7,2,4
26,33,19,2,4
26,22,15,2,4
26,35,8,2,4
26,27,3,2,4
26,39,3,2,4
26,29,3,2,4
26,35,12,2,4
26,23,2,2,4
26,21,0,2,4
26,37,16,2,4
26,27,1,2,4
26,25,9,2,4
26,30,9,2,4
26,32,12,2,4
26,32,10,2,4
